Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,Utilities,LandSlope,Neighborhood,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,OpenPorchSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
223,60,RL,85,11475,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,2Story,6,1975,1975,Gable,CompShg,VinylSd,TA,Gd,TA,713,GasA,TA,Y,SBrkr,811,741,1552,2,1,3,TA,6,Typ,1,TA,1975,2,434,TA,Y,208,0,NA,MnPrv,2,2006,WD,Normal,179900
224,20,RL,70,10500,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1971,1971,Gable,CompShg,HdBoard,TA,TA,TA,864,GasA,Gd,Y,SBrkr,864,0,864,1,0,2,TA,4,Typ,0,NA,1989,2,576,TA,Y,0,0,NA,NA,3,2009,WD,Abnorml,97000
225,20,RL,103,13472,Pave,NA,Lvl,AllPub,Gtl,NridgHt,1Fam,1Story,5,2003,2003,Hip,CompShg,VinylSd,TA,Ex,TA,2392,GasA,Ex,Y,SBrkr,2392,0,2392,2,0,3,Ex,8,Typ,1,Ex,2003,3,968,TA,Y,105,0,NA,NA,6,2009,WD,Normal,386250
226,160,RM,21,1680,Pave,NA,Lvl,AllPub,Gtl,BrDale,Twnhs,2Story,5,1971,1971,Gable,CompShg,HdBoard,TA,TA,TA,630,GasA,TA,Y,SBrkr,630,672,1302,2,1,3,TA,6,Typ,0,NA,1991,1,280,TA,Y,0,0,NA,NA,5,2009,COD,Abnorml,112000
227,60,RL,82,9950,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,5,1995,1995,Gable,CompShg,VinylSd,TA,Gd,TA,1203,GasA,Ex,Y,SBrkr,1214,1306,2520,2,1,4,Gd,9,Typ,1,TA,1995,3,721,TA,Y,114,0,NA,NA,6,2007,WD,Abnorml,290000
228,160,RM,21,1869,Pave,NA,Lvl,AllPub,Gtl,BrDale,Twnhs,2Story,6,1970,1970,Gable,CompShg,HdBoard,TA,TA,TA,483,GasA,TA,Y,SBrkr,483,504,987,1,1,2,TA,5,Typ,0,NA,1987,1,280,TA,Y,0,0,NA,NA,9,2008,WD,Normal,106000
229,20,RL,70,8521,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,5,1967,1967,Gable,CompShg,HdBoard,TA,TA,TA,912,GasA,TA,Y,SBrkr,912,0,912,1,0,3,TA,5,Typ,1,Fa,1974,1,336,TA,Y,0,0,NA,MnPrv,5,2010,WD,Normal,125000
230,120,RL,43,3182,Pave,NA,Lvl,AllPub,Gtl,Blmngtn,TwnhsE,1Story,5,2005,2006,Gable,CompShg,VinylSd,TA,Gd,TA,1373,GasA,Ex,Y,SBrkr,1555,0,1555,2,0,2,Gd,7,Typ,1,TA,2005,2,430,TA,Y,20,0,NA,NA,5,2009,WD,Normal,192500
231,20,RL,73,8760,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1959,1959,Hip,CompShg,MetalSd,TA,TA,TA,1194,GasA,TA,Y,SBrkr,1194,0,1194,1,0,3,TA,6,Typ,0,NA,1959,1,312,TA,Y,0,0,NA,NA,4,2010,WD,Normal,148000
232,60,RL,174,15138,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,5,1995,1996,Gable,CompShg,VinylSd,TA,Gd,TA,1462,GasA,Ex,Y,SBrkr,1490,1304,2794,2,1,4,Ex,9,Typ,1,TA,1995,3,810,TA,Y,146,0,NA,NA,7,2009,WD,Normal,403000
233,160,RM,21,1680,Pave,NA,Lvl,AllPub,Gtl,BrDale,Twnhs,2Story,5,1972,1972,Gable,CompShg,HdBoard,TA,TA,TA,483,GasA,TA,Y,SBrkr,483,504,987,1,1,2,TA,5,Typ,1,Po,1972,1,288,TA,Y,0,0,NA,NA,6,2006,WD,Normal,94500
234,20,RL,75,10650,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,6,1976,1976,Gable,CompShg,HdBoard,TA,TA,Gd,894,GasA,TA,Y,SBrkr,894,0,894,1,0,3,TA,5,Typ,0,NA,1976,1,308,TA,Y,0,0,NA,MnPrv,2,2010,WD,Normal,128200
235,60,RL,NA,7851,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2002,2002,Gable,CompShg,VinylSd,TA,Gd,TA,860,GasA,Ex,Y,SBrkr,860,1100,1960,2,1,4,Gd,8,Typ,2,TA,2002,2,440,TA,Y,48,0,NA,NA,5,2010,WD,Normal,216500
236,160,RM,21,1680,Pave,NA,Lvl,AllPub,Gtl,BrDale,TwnhsE,2Story,3,1971,1971,Gable,CompShg,HdBoard,TA,TA,TA,483,GasA,TA,Y,SBrkr,483,504,987,1,1,2,TA,5,Typ,0,NA,1971,1,264,TA,Y,0,0,NA,NA,8,2008,WD,Normal,89500
237,20,RL,65,8773,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2004,2004,Gable,CompShg,VinylSd,TA,Gd,TA,1414,GasA,Ex,Y,SBrkr,1414,0,1414,2,0,3,Gd,6,Typ,0,NA,2004,2,494,TA,Y,105,0,NA,NA,5,2010,WD,Normal,185500
238,60,RL,NA,9453,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,2Story,7,1993,2003,Gable,CompShg,HdBoard,TA,Gd,TA,996,GasA,Ex,Y,SBrkr,1014,730,1744,2,1,3,Gd,7,Typ,0,NA,1993,2,457,TA,Y,70,0,NA,NA,2,2010,WD,Normal,194500
239,20,RL,93,12030,Pave,NA,Lvl,AllPub,Gtl,NridgHt,1Fam,1Story,5,2007,2007,Hip,CompShg,VinylSd,TA,Ex,TA,1694,GasA,Ex,Y,SBrkr,1694,0,1694,2,0,3,Gd,7,Typ,0,NA,2007,3,818,TA,Y,228,0,NA,NA,12,2007,New,Partial,318000
240,50,RL,52,8741,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1.5Fin,4,1945,1950,Gable,CompShg,VinylSd,TA,TA,Fa,735,GasA,TA,Y,FuseA,798,689,1487,1,1,3,TA,7,Typ,1,Gd,1949,1,220,TA,Y,140,0,NA,MnPrv,4,2010,WD,Normal,113000
241,20,FV,75,9000,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,1Story,5,2008,2008,Gable,CompShg,VinylSd,TA,Gd,TA,1566,GasA,Ex,Y,SBrkr,1566,0,1566,2,0,3,Gd,7,Typ,0,NA,2008,2,750,TA,Y,168,0,NA,NA,4,2010,WD,Normal,262500
242,30,RM,40,3880,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1Story,9,1945,1997,Gable,CompShg,VinylSd,Gd,TA,TA,686,GasA,Gd,Y,SBrkr,866,0,866,1,0,2,Gd,4,Typ,0,NA,NA,0,0,NA,Y,42,0,NA,NA,8,2007,WD,Normal,110500
243,50,RM,63,5000,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1.5Fin,4,1900,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,540,GasA,Gd,N,FuseA,889,551,1440,1,0,3,TA,6,Typ,0,NA,1940,1,352,Fa,Y,0,0,NA,NA,4,2006,WD,Normal,79000
244,160,RL,75,10762,Pave,NA,Lvl,AllPub,Gtl,SawyerW,TwnhsE,2Story,6,1980,1980,Gable,CompShg,Plywood,TA,Gd,TA,626,GasA,TA,Y,SBrkr,626,591,1217,1,1,3,TA,6,Typ,1,TA,1980,1,288,TA,Y,28,0,NA,NA,4,2009,WD,Normal,120000
245,60,RL,NA,8880,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,2Story,5,1994,2002,Gable,CompShg,VinylSd,TA,Gd,TA,948,GasA,Ex,Y,SBrkr,1222,888,2110,2,1,3,Gd,8,Typ,2,Fa,1994,2,463,TA,Y,130,0,NA,NA,5,2010,WD,Normal,205000
246,20,RL,80,10400,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,5,1988,1988,Gable,CompShg,Wd Sdng,TA,Gd,TA,1845,GasA,Gd,Y,SBrkr,1872,0,1872,2,0,3,TA,6,Typ,1,TA,1988,2,604,TA,Y,39,0,NA,NA,6,2006,WD,Normal,241500
247,190,RM,69,9142,Pave,Grvl,Lvl,AllPub,Gtl,OldTown,2fmCon,2Story,8,1910,1950,Gable,CompShg,AsbShng,Fa,Fa,TA,1020,GasA,Gd,N,FuseP,908,1020,1928,2,0,4,Fa,9,Typ,0,NA,1910,1,440,Po,Y,60,0,NA,NA,4,2006,WD,Normal,137000
248,20,RL,75,11310,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1954,1954,Hip,CompShg,Wd Sdng,TA,TA,TA,1367,GasA,Ex,Y,SBrkr,1375,0,1375,1,0,2,TA,5,Typ,1,TA,1954,2,451,TA,Y,30,0,NA,NA,6,2006,WD,Normal,140000
249,60,RL,72,11317,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,2003,2003,Gable,CompShg,VinylSd,TA,Gd,TA,840,GasA,Ex,Y,SBrkr,840,828,1668,2,1,3,Gd,8,Typ,0,NA,2003,2,500,TA,Y,68,0,NA,NA,9,2007,WD,Normal,180000
250,50,RL,NA,159000,Pave,NA,Low,AllPub,Sev,ClearCr,1Fam,1.5Fin,7,1958,2006,Gable,CompShg,Wd Sdng,TA,Gd,TA,1444,GasA,Gd,Y,SBrkr,1444,700,2144,2,0,4,Gd,7,Typ,2,TA,1958,2,389,TA,Y,98,0,NA,NA,6,2007,WD,Normal,277000
251,30,RL,55,5350,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1Story,2,1940,1966,Gable,CompShg,Wd Sdng,Po,TA,TA,728,GasA,Ex,Y,SBrkr,1306,0,1306,1,0,3,Fa,6,Mod,0,NA,NA,0,0,NA,Y,0,0,NA,GdWo,5,2010,WD,Normal,76500
252,120,RM,44,4750,Pave,NA,HLS,AllPub,Mod,Crawfor,TwnhsE,1Story,5,2006,2007,Hip,CompShg,VinylSd,TA,Gd,TA,1573,GasA,Ex,Y,SBrkr,1625,0,1625,2,0,2,Gd,5,Typ,1,Gd,2006,2,538,TA,Y,0,0,NA,NA,12,2007,WD,Family,235000
253,60,RL,65,8366,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,2Story,5,2004,2004,Gable,CompShg,VinylSd,TA,Gd,TA,798,GasA,Ex,Y,SBrkr,798,842,1640,2,1,3,Gd,6,Typ,0,NA,2004,2,520,TA,Y,45,0,NA,NA,12,2008,WD,Normal,173000
254,80,RL,85,9350,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,SLvl,7,1964,1991,Hip,CompShg,HdBoard,TA,Gd,TA,1302,GasA,Ex,Y,SBrkr,1302,0,1302,2,0,3,Gd,7,Min1,0,NA,1964,1,309,TA,Y,0,0,NA,MnPrv,10,2007,CWD,Normal,158000
255,20,RL,70,8400,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1957,1957,Gable,CompShg,MetalSd,Gd,TA,TA,1314,GasA,TA,Y,SBrkr,1314,0,1314,1,0,3,TA,5,Typ,0,NA,1957,1,294,TA,Y,0,0,NA,NA,6,2010,WD,Normal,145000
256,60,RL,66,8738,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,1999,1999,Gable,CompShg,VinylSd,TA,Gd,TA,975,GasA,Ex,Y,SBrkr,1005,1286,2291,2,1,4,Gd,8,Typ,1,TA,1999,2,429,TA,Y,0,0,NA,NA,2,2006,WD,Normal,230000
257,60,FV,64,8791,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,2Story,5,2003,2003,Gable,CompShg,VinylSd,TA,Gd,TA,864,GasA,Ex,Y,SBrkr,864,864,1728,2,1,3,Gd,7,Typ,0,NA,2003,2,673,TA,Y,56,0,NA,NA,5,2008,WD,Normal,207500
258,20,RL,68,8814,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,TA,Gd,TA,1604,GasA,Ex,Y,SBrkr,1604,0,1604,2,1,3,Gd,8,Typ,1,Gd,2006,2,660,TA,Y,110,0,NA,NA,3,2009,WD,Abnorml,220000
259,60,RL,80,12435,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,2001,2001,Gable,CompShg,VinylSd,TA,Gd,TA,963,GasA,Ex,Y,SBrkr,963,829,1792,2,1,3,Gd,7,Typ,1,TA,2001,2,564,TA,Y,96,0,NA,NA,5,2008,WD,Normal,231500
260,20,RM,70,12702,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1Story,5,1956,1956,Gable,CompShg,BrkFace,TA,NA,NA,0,GasA,Gd,Y,FuseA,882,0,882,1,0,2,TA,4,Typ,0,NA,1956,1,308,TA,Y,45,0,NA,NA,12,2008,WD,Normal,97000
261,80,RL,120,19296,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,SLvl,5,1962,1962,Gable,CompShg,Wd Sdng,TA,TA,TA,1362,GasA,TA,Y,SBrkr,1382,0,1382,1,0,3,TA,6,Typ,1,TA,1991,2,884,TA,Y,0,0,NA,GdWo,5,2009,WD,Normal,176000
262,60,RL,69,9588,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,2007,2007,Gable,CompShg,CemntBd,TA,Ex,TA,1482,GasA,Ex,Y,SBrkr,1482,1092,2574,2,1,3,Ex,10,Typ,1,Gd,2007,3,868,TA,Y,148,0,NA,NA,11,2007,New,Partial,276000
263,80,RL,88,8471,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,SLvl,7,1977,1995,Gable,CompShg,HdBoard,TA,Gd,Gd,506,GasA,TA,Y,SBrkr,1212,0,1212,1,0,3,TA,6,Typ,1,TA,1978,2,492,TA,Y,12,0,NA,GdWo,7,2006,WD,Normal,151000
264,50,RM,50,5500,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1.5Fin,7,1929,2001,Gable,CompShg,Wd Sdng,TA,TA,TA,926,GasA,TA,Y,SBrkr,926,0,1316,1,0,3,TA,6,Typ,0,NA,1974,2,484,TA,Y,0,0,NA,NA,4,2010,WD,Normal,130000
265,30,RM,30,5232,Pave,Grvl,Bnk,AllPub,Gtl,OldTown,1Fam,1Story,5,1925,2004,Gable,CompShg,Wd Sdng,TA,Fa,TA,680,GasA,Gd,N,FuseP,764,0,764,1,0,2,TA,4,Typ,0,NA,1965,2,504,TA,N,0,0,NA,NA,6,2008,WD,Normal,73000
266,20,RL,78,12090,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,6,1981,1981,Gable,CompShg,MetalSd,Gd,Gd,TA,1422,GasA,TA,Y,SBrkr,1422,0,1422,2,0,3,Gd,7,Typ,1,TA,1981,2,576,TA,Y,0,0,NA,GdPrv,6,2008,WD,Normal,175500
267,60,RL,70,11207,Pave,NA,HLS,AllPub,Gtl,Gilbert,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,TA,Gd,TA,802,GasA,Gd,Y,SBrkr,802,709,1511,2,1,3,TA,8,Typ,1,TA,1997,2,413,TA,Y,75,0,NA,NA,6,2006,WD,Normal,185000
268,75,RL,60,8400,Pave,NA,Bnk,AllPub,Mod,SWISU,1Fam,2.5Fin,8,1939,1997,Gable,CompShg,Wd Sdng,TA,TA,TA,720,GasA,Ex,Y,SBrkr,1052,720,2192,2,1,4,Gd,8,Typ,1,Gd,1939,1,240,TA,Y,24,0,NA,NA,7,2008,WD,Normal,179500
269,30,RM,71,6900,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,1Fam,1Story,6,1940,1955,Gable,CompShg,VinylSd,TA,TA,TA,740,GasA,Ex,Y,SBrkr,778,0,778,1,0,2,TA,4,Typ,1,Gd,1966,1,924,Ex,Y,25,0,NA,NA,2,2008,WD,Normal,120500
270,20,RL,NA,7917,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,7,1976,1976,Hip,CompShg,HdBoard,Gd,TA,Gd,1143,GasA,TA,Y,SBrkr,1113,0,1113,1,1,3,TA,6,Typ,1,Fa,1987,1,504,TA,Y,30,0,NA,GdPrv,5,2007,WD,Normal,148000
271,60,FV,84,10728,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,TA,Gd,TA,1095,GasA,Gd,Y,SBrkr,1095,844,1939,2,1,3,Gd,8,Typ,1,Gd,2006,3,1053,TA,Y,51,0,NA,NA,8,2006,New,Partial,266000
272,20,RL,73,39104,Pave,NA,Low,AllPub,Sev,ClearCr,1Fam,1Story,7,1954,2005,Flat,Membran,Plywood,TA,Gd,TA,1385,GasA,Ex,Y,SBrkr,1363,0,1363,1,0,2,TA,5,Mod,2,TA,1954,2,439,TA,Y,0,0,NA,NA,4,2008,WD,Normal,241500
273,60,RL,92,11764,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,7,1999,2007,Gable,CompShg,VinylSd,TA,Gd,TA,1152,GasA,Ex,Y,SBrkr,1164,1106,2270,2,1,4,Gd,9,Typ,1,Gd,1999,3,671,TA,Y,57,0,NA,NA,4,2010,WD,Normal,290000
274,20,RL,80,9600,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1958,1988,Hip,CompShg,Wd Sdng,TA,TA,TA,1240,GasA,Gd,Y,SBrkr,1632,0,1632,2,0,3,TA,6,Min1,1,Gd,1958,1,338,TA,Y,0,0,NA,MnPrv,4,2009,WD,Normal,139000
275,20,RL,76,8314,Pave,NA,Lvl,AllPub,Gtl,Mitchel,1Fam,1Story,7,1982,1982,Gable,CompShg,HdBoard,TA,TA,TA,816,GasA,TA,Y,SBrkr,816,0,816,1,0,2,TA,5,Typ,0,NA,1982,1,264,TA,Y,0,0,NA,NA,6,2007,WD,Normal,124500
276,50,RL,55,7264,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1.5Fin,7,1925,2007,Gable,CompShg,Wd Sdng,Gd,TA,TA,952,GasW,Gd,N,SBrkr,952,596,1548,2,1,3,Ex,5,Typ,0,NA,1978,2,672,TA,Y,0,0,NA,NA,10,2009,WD,Normal,205000
277,20,RL,129,9196,Pave,NA,Lvl,AllPub,Gtl,Mitchel,1Fam,1Story,5,2003,2003,Gable,CompShg,VinylSd,TA,Ex,TA,1560,GasA,Ex,Y,SBrkr,1560,0,1560,2,0,3,Gd,7,Typ,0,NA,2003,2,573,TA,Y,150,0,NA,NA,4,2010,WD,Normal,201000
278,20,RL,140,19138,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,1Story,5,1951,1951,Gable,CompShg,VinylSd,TA,TA,TA,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,2,TA,4,Typ,0,NA,1951,2,400,TA,Y,0,0,NA,NA,6,2010,WD,Normal,141000
279,20,RL,107,14450,Pave,NA,Lvl,AllPub,Gtl,NridgHt,1Fam,1Story,5,2006,2007,Gable,CompShg,CemntBd,TA,Ex,TA,2121,GasA,Ex,Y,SBrkr,2121,0,2121,2,1,3,Ex,8,Typ,1,Ex,2007,3,732,TA,Y,98,0,NA,NA,5,2007,New,Partial,415298
280,60,RL,83,10005,Pave,NA,Lvl,AllPub,Gtl,ClearCr,1Fam,2Story,5,1977,1977,Hip,CompShg,Plywood,TA,Gd,TA,1160,GasA,Ex,Y,SBrkr,1156,866,2022,2,1,4,TA,8,Typ,1,TA,1977,2,505,TA,Y,117,0,NA,NA,3,2008,WD,Normal,192000
281,60,RL,82,11287,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,2Story,6,1989,1989,Gable,CompShg,Plywood,TA,Gd,TA,807,GasA,Gd,Y,SBrkr,1175,807,1982,2,1,3,Gd,7,Typ,1,TA,1989,2,575,TA,Y,84,0,NA,NA,1,2007,WD,Normal,228500
282,20,FV,60,7200,Pave,Pave,Lvl,AllPub,Gtl,Somerst,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,TA,Gd,TA,1262,GasA,Gd,Y,SBrkr,1262,0,1262,2,0,2,Gd,5,Typ,0,NA,2006,2,572,TA,Y,120,0,NA,NA,5,2006,New,Partial,185000
283,120,RL,34,5063,Pave,NA,Lvl,AllPub,Gtl,NridgHt,Twnhs,1Story,5,2007,2008,Gable,CompShg,VinylSd,TA,Gd,TA,1314,GasA,Ex,Y,SBrkr,1314,0,1314,2,0,2,Gd,6,Typ,1,Gd,2008,2,626,TA,Y,62,0,NA,NA,4,2009,ConLw,Normal,207500
284,20,RL,74,9612,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,1Story,5,2008,2009,Gable,CompShg,VinylSd,TA,Gd,TA,1468,GasA,Ex,Y,SBrkr,1468,0,1468,2,0,3,Gd,6,Typ,1,Gd,2008,3,898,TA,Y,150,0,NA,NA,12,2009,New,Partial,244600
285,120,RL,50,8012,Pave,NA,Lvl,AllPub,Gtl,SawyerW,TwnhsE,1Story,5,1992,1992,Gable,CompShg,Plywood,TA,Gd,TA,1575,GasA,Gd,Y,SBrkr,1575,0,1575,2,0,2,Gd,5,Typ,0,NA,1992,2,529,TA,Y,0,0,NA,NA,7,2007,WD,Normal,179200
286,160,FV,35,4251,Pave,Pave,Lvl,AllPub,Gtl,Somerst,TwnhsE,2Story,5,2006,2007,Gable,CompShg,MetalSd,TA,Gd,TA,625,GasA,Ex,Y,SBrkr,625,625,1250,2,1,2,Gd,5,Typ,0,NA,2006,2,528,TA,Y,54,0,NA,NA,6,2007,New,Partial,164700
287,50,RL,77,9786,Pave,NA,Bnk,AllPub,Gtl,"NAmes",1Fam,1.5Fin,7,1962,1981,Gable,CompShg,Wd Sdng,TA,TA,TA,912,GasA,TA,Y,SBrkr,1085,649,1734,1,1,3,Gd,7,Typ,1,Gd,1962,2,440,TA,Y,0,0,NA,GdPrv,6,2006,WD,Normal,159000
288,20,RL,NA,8125,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,4,1971,1971,Gable,CompShg,HdBoard,TA,TA,TA,858,GasA,TA,Y,SBrkr,858,0,858,1,0,3,TA,5,Typ,0,NA,NA,0,0,NA,Y,0,0,NA,NA,6,2006,WD,Normal,88000
289,20,RL,NA,9819,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,5,1967,1967,Gable,CompShg,MetalSd,Gd,TA,TA,882,GasA,TA,Y,SBrkr,900,0,900,1,0,3,TA,5,Typ,0,NA,1970,1,280,TA,Y,0,0,NA,MnPrv,2,2010,WD,Normal,122000
290,70,RL,60,8730,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,2Story,7,1915,2003,Gable,CompShg,Wd Sdng,TA,TA,TA,698,GasA,Ex,Y,FuseA,698,698,1396,1,0,3,TA,7,Typ,0,NA,2003,1,384,TA,Y,0,0,NA,NA,7,2007,WD,Normal,153575
291,60,RL,120,15611,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,TA,Gd,TA,1079,GasA,Ex,Y,SBrkr,1079,840,1919,2,1,3,Gd,8,Typ,1,Gd,2006,2,685,Gd,Y,51,0,NA,NA,7,2006,New,Partial,233230
292,190,RL,55,5687,Pave,Grvl,Bnk,AllPub,Gtl,SWISU,2fmCon,2Story,6,1912,2000,Gable,CompShg,VinylSd,Fa,TA,Fa,780,GasA,Ex,N,SBrkr,936,780,1716,2,0,6,Fa,9,Typ,0,NA,NA,0,0,NA,N,184,0,NA,NA,3,2008,WD,Normal,135900
293,50,RL,60,11409,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1.5Fin,4,1949,2008,Gable,CompShg,Wd Sdng,TA,TA,TA,768,GasA,Gd,Y,SBrkr,1148,568,1716,1,1,3,TA,8,Min2,1,Gd,1949,1,281,TA,Y,0,0,NA,NA,1,2009,WD,Normal,131000
294,60,RL,NA,16659,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,2Story,7,1977,1994,Gable,CompShg,Plywood,TA,TA,TA,795,GasA,Fa,Y,SBrkr,1468,795,2263,2,1,3,Gd,9,Typ,1,TA,1977,2,539,TA,Y,250,0,NA,NA,3,2006,WD,Normal,235000
295,20,RL,80,9600,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,5,1953,1953,Hip,CompShg,HdBoard,TA,TA,TA,1416,GasA,TA,Y,SBrkr,1644,0,1644,1,0,3,TA,7,Typ,2,Gd,1953,2,418,TA,Y,0,0,NA,NA,10,2009,WD,Normal,167000
296,80,RL,37,7937,Pave,NA,Lvl,AllPub,Gtl,Mitchel,1Fam,SLvl,6,1984,1984,Gable,CompShg,HdBoard,TA,TA,TA,1003,GasA,TA,Y,SBrkr,1003,0,1003,1,0,3,TA,6,Typ,0,NA,1984,2,588,TA,Y,0,0,NA,GdPrv,3,2006,WD,Normal,142500
297,50,RM,75,13710,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,910,GasA,TA,Y,FuseA,910,648,1558,1,1,4,TA,6,Typ,0,NA,1950,1,282,TA,Y,0,0,NA,MnPrv,6,2007,WD,Normal,152000
298,60,FV,66,7399,Pave,Pave,Lvl,AllPub,Gtl,Somerst,1Fam,2Story,5,1997,1998,Hip,CompShg,VinylSd,TA,Gd,TA,975,GasA,Ex,Y,SBrkr,975,975,1950,2,1,3,Gd,7,Typ,1,TA,1997,2,576,TA,Y,10,0,NA,NA,6,2007,WD,Normal,239000
299,60,RL,90,11700,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,2Story,6,1968,1968,Mansard,CompShg,HdBoard,TA,TA,TA,702,GasA,Gd,Y,SBrkr,1041,702,1743,1,2,3,TA,7,Typ,1,Gd,1968,2,539,TA,Y,0,0,NA,NA,6,2007,WD,Normal,175000
300,20,RL,80,14000,Pave,NA,Lvl,AllPub,Gtl,Crawfor,1Fam,1Story,8,1950,2004,Gable,CompShg,HdBoard,Gd,TA,TA,1092,GasA,Ex,Y,SBrkr,1152,0,1152,1,0,3,Gd,6,Typ,1,Gd,1950,1,300,TA,Y,36,0,NA,GdPrv,8,2009,WD,Family,158500
301,190,RL,90,15750,Pave,NA,Lvl,AllPub,Gtl,Crawfor,2fmCon,1Story,5,1953,1953,Hip,CompShg,MetalSd,TA,TA,TA,1165,GasA,TA,Y,SBrkr,1336,0,1336,1,0,2,TA,5,Typ,2,Gd,1953,1,375,TA,Y,0,0,NA,NA,6,2006,WD,Normal,157000
302,60,RL,66,16226,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,1998,1999,Gable,CompShg,VinylSd,TA,Gd,TA,1028,GasA,Ex,Y,SBrkr,1210,1242,2452,2,1,4,Gd,9,Typ,1,TA,1998,2,683,TA,Y,50,0,NA,NA,5,2007,WD,Normal,267000
303,20,RL,118,13704,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2001,2002,Gable,CompShg,VinylSd,TA,Gd,TA,1541,GasA,Ex,Y,SBrkr,1541,0,1541,2,0,3,Gd,6,Typ,1,TA,2001,3,843,TA,Y,81,0,NA,NA,1,2006,WD,Normal,205000
